ColumnType,Column_ID,FailOrPass,Name,Area,% Area,Height,Width,USP Resolution,Asym @ 10,Asym,USP Tailing,USP Plate Count,Width @ Baseline,Width @ Tangent (USP Resolution),Width @ 5%,Width @ 50%
XBridge Oligo BEH C18 ,AD0315,1,20T,249508,19.98,17399,75.6,14.149112,1.615157,31234.41442,1.390175,28647.08273,1.26,0.455394,0.506435,0.210803
XBridge Oligo BEH C18 ,AD0315,1,25T,238877,19.13,16007,63.8,9.359548,1.681127,41545.73198,1.441281,40587.11353,1.063333,0.468428,0.53759,0.217943
XBridge Oligo BEH C18 ,AD0315,1,30T,250156,20.03,15979,83.2,7.105607,1.736532,48715.7074,1.473987,50225.08172,1.386667,0.481317,0.565345,0.224194
XBridge Oligo BEH C18 ,AD0315,1,35T,251809,20.16,15630,104.6,6.097081,1.766117,53236.70747,1.480763,90446.7192,1.743333,0.406636,0.603669,0.228977
XBridge Oligo BEH C18 ,AD0315,1,15T,255709,20.77,18743,87.6,,1.541395,17500.93684,1.34612,24095.41955,1.46,0.347222,0.47704,0.202309
XBridge Oligo BEH C18 ,AD0315,1,20T,246442,20.02,17243,79.2,14.22936,1.624791,31116.11686,1.398565,28501.90783,1.32,0.454381,0.503867,0.21004
XBridge Oligo BEH C18 ,AD0315,1,25T,235733,19.15,15837,67,9.387948,1.682162,41465.75285,1.447966,40353.39241,1.116667,0.468093,0.537355,0.217371
XBridge Oligo BEH C18 ,AD0315,1,30T,247969,20.14,16033,85.6,7.095282,1.752251,49167.55673,1.488736,50512.46509,1.426667,0.478125,0.56145,0.220784
XBridge Oligo BEH C18 ,AD0315,1,35T,245371,19.93,15418,82.6,6.090072,1.748965,54256.68046,1.45947,89234.57053,1.376667,0.406822,0.589473,0.229171
XBridge Oligo BEH C18 ,AD0283,1,15T,273570,21.27,24236,60.85,,1.845219,28117.23403,1.53201,46597.37676,1.014167,0.285499,0.405376,0.165111
XBridge Oligo BEH C18 ,AD0283,1,20T,258233,20.08,23469,43.7,14.402355,1.898407,47089.81196,1.562005,77168.20319,0.728333,0.280547,0.391835,0.162507
XBridge Oligo BEH C18 ,AD0283,1,25T,274616,21.35,24290,35.75,9.637159,1.958274,55732.47402,1.621333,95980.55452,0.595833,0.286856,0.414918,0.166799
XBridge Oligo BEH C18 ,AD0283,1,30T,227455,17.69,19179,47.05,6.922784,1.944771,62630.17668,1.609225,106939.3535,0.784167,0.305879,0.431008,0.172024
XBridge Oligo BEH C18 ,AD0283,1,35T,252215,19.61,19894,58.95,5.206616,1.961635,60380.42683,1.585356,109882.0045,0.9825,0.324468,0.481969,0.18097
XBridge XP C18_40min,AD0396,1,15T,245238,20.53,21160,74.2,,1.339439,26111.90234,1.209594,33765.16127,1.236667,0.296477,0.40674,0.170736
XBridge XP C18_40min,AD0396,1,20T,236385,19.78,19041,68,14.215032,1.479207,40276.43055,1.317931,31178.74355,1.133333,0.424634,0.446173,0.180914
XBridge XP C18_40min,AD0396,1,25T,227956,19.08,17173,80.4,10.014506,1.569795,49490.40191,1.377922,71994.52227,1.34,0.33624,0.476885,0.192327
XBridge XP C18_40min,AD0396,1,30T,240515,20.13,17216,93,8.472005,1.638994,56474.4108,1.423577,85740.42181,1.55,0.358525,0.502389,0.200037
XBridge XP C18_40min,AD0396,1,35T,244700,20.48,16783,86.6,6.236107,1.721776,57561.92193,1.469359,93386.91272,1.443333,0.375013,0.543484,0.208527
XBridge XP C18_40min,AD0396,1,15T,244098,20.43,21040,81.2,,1.354169,24935.88633,1.228578,32832.15759,1.353333,0.295584,0.409338,0.169941
XBridge XP C18_40min,AD0396,1,20T,234605,19.63,18959,70,14.256348,1.498506,39305.08717,1.339431,30626.57807,1.166667,0.423141,0.445701,0.180142
XBridge XP C18_40min,AD0396,1,25T,229118,19.18,16779,90,8.708801,1.603419,45786.91736,1.400189,40152.54626,1.5,0.445016,0.488995,0.196367
XBridge XP C18_40min,AD0396,1,30T,241142,20.18,17250,96.4,7.285444,1.659719,54696.41904,1.440097,83640.0446,1.606667,0.358526,0.50306,0.200066
XBridge XP C18_40min,AD0396,1,35T,245885,20.58,16958,87.4,6.220233,1.719057,57118.69835,1.468159,92874.71834,1.456667,0.373047,0.541634,0.207299
XBridge XP C18_40min,AD0394,1,15T,254181,20.24,21101,79.4,,1.451776,24629.69649,1.282486,34137.58863,1.323333,0.306145,0.429308,0.176847
XBridge XP C18_40min,AD0394,1,20T,245742,19.57,18944,79.4,13.713609,1.63554,36517.20233,1.409907,31261.25981,1.323333,0.434868,0.468362,0.187782
XBridge XP C18_40min,AD0394,1,25T,239755,19.09,17048,98.2,8.430895,1.761171,42638.50747,1.491223,40809.95922,1.636667,0.454873,0.512626,0.200783
XBridge XP C18_40min,AD0394,1,30T,249751,19.89,17624,77.2,7.058341,1.818126,51318.33512,1.503802,85967.82382,1.286667,0.365962,0.523375,0.202496
XBridge XP C18_40min,AD0394,1,35T,266508,21.22,17073,120.6,6.09203,1.821155,51825.16706,1.42686,92626.03773,2.01,0.369445,0.594072,0.212277
XBridge XP C18_40min,AD0394,1,15T,252662,20.42,21045,78,,1.417408,24954.09484,1.260635,33830.48971,1.3,0.306485,0.426795,0.176951
XBridge XP C18_40min,AD0394,1,20T,243162,19.65,19209,69.4,13.80076,1.583498,38611.07163,1.367016,31811.93592,1.156667,0.430038,0.455195,0.184962
XBridge XP C18_40min,AD0394,1,25T,238484,19.27,17060,92,8.467609,1.710201,43905.58339,1.454915,40943.41035,1.533333,0.452964,0.505645,0.200657
XBridge XP C18_40min,AD0394,1,30T,249222,20.14,17751,96,7.082193,1.775553,53443.70793,1.481988,87161.81872,1.6,0.360948,0.512543,0.200219
XBridge XP C18_40min,AD0394,1,35T,253828,20.51,17190,85.6,6.029266,1.784211,54367.44149,1.418874,94398.21507,1.426667,0.379278,0.574916,0.209442
XBridge XP C18_40min,AD0306,1,15T,247718,20.99,19255,79,,1.343477,46660.93379,1.208761,60403.23346,1.316667,0.330237,0.452029,0.190237
XBridge XP C18_40min,AD0306,1,20T,235698,19.97,17449,73.6,14.968318,1.597258,62017.99418,1.400886,54454.2081,1.226667,0.447595,0.496413,0.194489
XBridge XP C18_40min,AD0306,1,25T,224849,19.05,14803,95.4,8.819651,1.800015,61331.84381,1.556905,64130.57841,1.59,0.476838,0.57106,0.21257
XBridge XP C18_40min,AD0306,1,30T,233556,19.79,14061,110.8,7.049972,2.00844,58822.04997,1.723942,116383.9217,1.846667,0.408874,0.64025,0.224276
XBridge XP C18_40min,AD0306,1,35T,238399,20.2,12932,147.8,5.914755,2.165886,51501.61134,1.793773,115080.6733,2.463333,0.440794,0.756556,0.241123
XBridge XP C18_40min,AD0306,1,15T,245062,21.41,18764,83.2,,1.406551,43400.32587,1.270956,59596.23206,1.386667,0.330462,0.468668,0.189707
